ANI 150 AFTER EFFECTS WORKSHOP
"This class will introduce students to the fundamentals of After Effects, including key-framing, compositing and rendering. Topics and techniques covered during lectures will be reinforced through in-class exercises and projects."
RMP Overall,Credit Hours,Teacher First Name,Teacher Last Name,Class Start Time,Class End Time,Class Section,Class Number,Location,Days
N/A,2,Jason,Sandri,10:10 AM,11:40 AM,501,26908,Loop Campus,Tuesday
