ENG 220 READING POETRY
"Introduction to poetry, poetic forms and meters, and the vocabulary of poetic study."
RMP Overall,Credit Hours,Teacher First Name,Teacher Last Name,Class Start Time,Class End Time,Class Section,Class Number,Location,Days
4.7,4,Mark,Arendt,11:20 AM,12:50 PM,201,20444,Lincoln Park Campus,"Monday,Wednesday"
4.3,4,Richard,Squibbs,9:40 AM,11:10 AM,202,20445,Lincoln Park Campus,"Tuesday,Thursday"
5.0,4,Kathleen,Rooney,2:40 PM,4:10 PM,203,26046,Lincoln Park Campus,"Tuesday,Thursday"
