CSC 352 DATABASE PROGRAMMING
"Programming in a large-scale relational database environment using procedural languages. Topics covered in the course include: procedural extension of query languages, runtime error handling, subprograms (procedures and functions), packages, database triggers, dynamic query language. Optional topics include transaction management, reliability, and security. PREREQUISITE(S): IT240 and (CSC 212 or CSC 242 or CSC 243 or CSC 262 or CSC 224 or CSC 300 or CSC 309)."
RMP Overall,Credit Hours,Teacher First Name,Teacher Last Name,Class Start Time,Class End Time,Class Section,Class Number,Location,Days
3.8,4,Hao,Chen,5:45 PM,9:00 PM,801,22632,Loop Campus,Monday
3.8,4,Hao,Chen,,,810,22633,OnLine,
