"LGQ 150 INTRODUCTION TO LESBIAN, GAY, BISEXUAL, TRANSGENDER, QUEER STUDIES  [SSMW]"
This course will focus on defining this emerging field while giving students some perspective on the history and diversity of LGBTQ communities. It will also help prepare students for study in the various fields covered by the electives required for the minor. The course will be taught by faculty from a variety of disciplines and thus undoubtedly shift emphases somewhat with every offering. Topics will include: introduction to and definition of LGBTQ Studies as a field; historical roots of LGBTQ communities in the US and elsewhere; theoretical models of sexuality and gender; contemporary issues in LGBTQ politics and culture.
RMP Overall,Credit Hours,Teacher First Name,Teacher Last Name,Class Start Time,Class End Time,Class Section,Class Number,Location,Days
N/A,4,Donald,Opitz,6:00 PM,9:15 PM,801,21071,Lincoln Park Campus,Tuesday
