DES 285 MEDIA FOR DESIGNERS
"Students will gain experience with a variety of color media that will be useful in illustrating and rendering their designs for the stage.  Media covered will include watercolor, acrylics, oil pastel, colored pencil, and others."
RMP Overall,Credit Hours,Teacher First Name,Teacher Last Name,Class Start Time,Class End Time,Class Section,Class Number,Location,Days
N/A,3,Henrijs,Preiss,2:40 PM,5:00 PM,201,25331,Lincoln Park Campus,Wednesday
