"CNS 397 TOPICS IN COMPUTER, INFORMATION AND NETWORK SECURITY"
May be repeated for credit.
RMP Overall,Credit Hours,Teacher First Name,Teacher Last Name,Class Start Time,Class End Time,Class Section,Class Number,Location,Days
N/A,1,Staff,Staff,5:45 PM,9:00 PM,801,22952,Loop Campus,Monday
N/A,1,Staff,Staff,,,810,22953,OnLine,
